"","prey","svspp","year","mean","lci","uci"
"4546","OTHER",197,2006,13122459427.0786,3172621844.82771,30907619499.4591
"4547","OTHER",197,2007,9729122642.41125,2740008121.76968,22432049296.1536
"4548","OTHER",197,2008,24357262824.3961,3716365485.98675,62457421414.2083
"4549","OTHER",197,2009,8277410106.05359,1564421171.61427,26631959003.4351
"4550","OTHER",197,2010,15623703672.0134,3095673532.88577,50540906127.4317
"4551","OTHER",197,2011,14257574927.7488,2829461303.49009,41405689964.1238
"4552","OTHER",197,2012,12743924041.8617,3279044540.06321,26464255920.0638
"4553","OTHER",197,2013,9007445509.26733,2005371550.52305,23879822126.2244
"4554","OTHER",197,2014,11831149246.3737,4032983603.03224,29164624662.8152
"4555","OTHER",197,2015,27104706894.9668,4526940662.21475,67061911460.4361
"4556","OTHER",197,2016,25566678362.9752,5902685252.55284,61726784717.8304
"4557","OTHER",197,2017,15732510577.0794,4244861515.01632,36889288319.3637
"4558","OTHER",197,2018,12344998029.1503,2901139953.94317,35612246401.8271
"4559","OTHER",197,2019,15982540527.9021,3933847777.09094,34501653333.7267
"4560","OTHER",197,2020,NA,0,0
"5137","PEPTRI",15,1973,NA,0,0
"5138","PEPTRI",15,1974,NA,0,0
"5139","PEPTRI",15,1975,NA,0,0
"5140","PEPTRI",15,1976,NA,0,0
"5141","PEPTRI",15,1977,0,0,0
"5142","PEPTRI",15,1978,13740840.5261753,71737.3898526421,65105636.926959
"5143","PEPTRI",15,1979,0,0,0
"5144","PEPTRI",15,1980,0,0,0
"5145","PEPTRI",15,1981,332641051.63872,129774.056000602,1951964468.12466
"5146","PEPTRI",15,1982,273262621.337088,3288411.43090767,910241418.087915
"5147","PEPTRI",15,1983,1540483206.02595,122048727.586938,7969886806.7124
"5148","PEPTRI",15,1984,0,0,0
"5149","PEPTRI",15,1985,6772428431.52998,280148551.477756,30847488596.0616
"5150","PEPTRI",15,1986,55619108.9606392,134772.531064411,259313519.174202
"5151","PEPTRI",15,1987,76056803.5913227,1831419.43817506,415796772.776053
"5152","PEPTRI",15,1988,46408758.0744511,613395.018765432,206972841.118769
"5153","PEPTRI",15,1989,127145746.983226,4223440.10280715,619103059.544771
"5154","PEPTRI",15,1990,42581959.806841,1396609.1127812,129664252.421571
"5155","PEPTRI",15,1991,123317120.977488,8131339.18054703,622196367.225653
"5156","PEPTRI",15,1992,591458673.471789,84225369.1075859,1603347976.06352
"5157","PEPTRI",15,1993,2071472434.59034,21953420.4212008,9875249877.01849
"5158","PEPTRI",15,1994,240117752.908237,23375113.0115322,833532691.408035
"5159","PEPTRI",15,1995,244410955.305091,8940761.0638245,1337537073.66389
"5160","PEPTRI",15,1996,201563029.210114,9019780.9153007,730145187.006142
"5161","PEPTRI",15,1997,5421130355.54465,331059875.873108,19642717590.5002
"5162","PEPTRI",15,1998,341649768.760431,1089081.46001444,1399702245.47957
"5163","PEPTRI",15,1999,721146448.616626,40702964.6307441,2096722496.79848
"5164","PEPTRI",15,2000,488247798.167677,32747261.9716526,1952142113.24166
"5165","PEPTRI",15,2001,20896549.7478929,902712.953602706,99247220.5457212
"5166","PEPTRI",15,2002,2765576758.29267,90471974.1037783,11700202353.629
"5167","PEPTRI",15,2003,414005813.343104,3083633.69748875,2863325158.41676
"5168","PEPTRI",15,2004,2422238283.2473,140639786.539472,11420364167.4551
"5169","PEPTRI",15,2005,46045823.4397894,212502.328584834,310399552.062011
"5170","PEPTRI",15,2006,14444338008.8619,102234040.138985,51566684073.8757
"5171","PEPTRI",15,2007,559092002.719779,13841632.0014595,2183462315.06068
"5172","PEPTRI",15,2008,825445901.014127,37455838.5122119,3354448674.75707
"5173","PEPTRI",15,2009,359421151.590172,3637172.4110794,1644721143.35795
"5174","PEPTRI",15,2010,142183167.574205,1684869.38248553,632328948.796677
"5175","PEPTRI",15,2011,390671005.6342,5341641.96112589,1948089963.4577
"5176","PEPTRI",15,2012,3038840467.10232,127334869.91998,12136347397.6887
"5177","PEPTRI",15,2013,0,0,0
"5178","PEPTRI",15,2014,26301617998.2889,2794529069.58347,97543510854.3566
"5179","PEPTRI",15,2015,29249369.9001512,2347837.22757125,92401137.3099649
"5180","PEPTRI",15,2016,38505583297.8756,859384071.833021,215710979215.26
"5181","PEPTRI",15,2017,0,0,0
"5182","PEPTRI",15,2018,390656730.636678,23831414.8895781,1264278080.7081
"5183","PEPTRI",15,2019,0,0,0
"5184","PEPTRI",15,2020,NA,0,0
"5377","PEPTRI",23,1973,NA,0,0
"5378","PEPTRI",23,1974,NA,0,0
"5379","PEPTRI",23,1975,NA,0,0
"5380","PEPTRI",23,1976,NA,0,0
"5381","PEPTRI",23,1977,0,0,0
"5382","PEPTRI",23,1978,0,0,0
"5383","PEPTRI",23,1979,0,0,0
"5384","PEPTRI",23,1980,0,0,0
"5385","PEPTRI",23,1981,NA,0,0
"5386","PEPTRI",23,1982,0,0,0
"5387","PEPTRI",23,1983,0,0,0
"5388","PEPTRI",23,1984,0,0,0
"5389","PEPTRI",23,1985,0,0,0
"5390","PEPTRI",23,1986,0,0,0
"5391","PEPTRI",23,1987,0,0,0
"5392","PEPTRI",23,1988,0,0,0
"5393","PEPTRI",23,1989,0,0,0
"5394","PEPTRI",23,1990,410820420.137543,23670437.0369209,2426215215.23133
"5395","PEPTRI",23,1991,233097167.047847,5483503.23952436,1275426004.58476
"5396","PEPTRI",23,1992,50250137.1570835,2390158.11815016,238795016.129234
"5397","PEPTRI",23,1993,269327392.056951,2063344.56416293,1184227893.05899
"5398","PEPTRI",23,1994,93677081.4958304,320963.61691141,473030101.223894
"5399","PEPTRI",23,1995,0,0,0
"5400","PEPTRI",23,1996,0,0,0
"5401","PEPTRI",23,1997,23616105.3170942,298468.734122624,93100208.9576392
"5402","PEPTRI",23,1998,118957009.742214,9838246.44225657,460042794.305716
"5403","PEPTRI",23,1999,46370456.3775835,634580.963802062,274555645.956395
"5404","PEPTRI",23,2000,0,0,0
"5405","PEPTRI",23,2001,0,0,0
"5406","PEPTRI",23,2002,0,0,0
"5407","PEPTRI",23,2003,0,0,0
"5408","PEPTRI",23,2004,0,0,0
"5409","PEPTRI",23,2005,148695523.95555,3722519.63761571,700667284.63967
"5410","PEPTRI",23,2006,115123163.28459,1282768.09764649,636618252.844705
"5411","PEPTRI",23,2007,24853971.5680546,37568.6774550733,98753231.6400446
"5412","PEPTRI",23,2008,247474364.991198,1917718.10063482,1175362157.98887
"5413","PEPTRI",23,2009,0,0,0
"5414","PEPTRI",23,2010,461279546.884239,1340236.13919159,3010657208.43147
"5415","PEPTRI",23,2011,241252244.947041,21138333.0481209,731193301.520085
"5416","PEPTRI",23,2012,36587666.8907406,655631.549126516,154568059.149893
"5417","PEPTRI",23,2013,168639102.237328,4711018.56314704,579360494.207212
"5418","PEPTRI",23,2014,0,0,0
"5419","PEPTRI",23,2015,0,0,0
"5420","PEPTRI",23,2016,296563927.034954,933903.800538489,1325359305.76077
"5421","PEPTRI",23,2017,0,0,0
"5422","PEPTRI",23,2018,688485189.267146,74164706.1871316,2436296743.95274
"5423","PEPTRI",23,2019,0,0,0
"5424","PEPTRI",23,2020,NA,0,0
"5425","PEPTRI",28,1973,NA,0,0
"5426","PEPTRI",28,1974,NA,0,0
"5427","PEPTRI",28,1975,NA,0,0
"5428","PEPTRI",28,1976,NA,0,0
"5429","PEPTRI",28,1977,0,0,0
"5430","PEPTRI",28,1978,0,0,0
"5431","PEPTRI",28,1979,0,0,0
"5432","PEPTRI",28,1980,0,0,0
"5433","PEPTRI",28,1981,NA,0,0
"5434","PEPTRI",28,1982,NA,0,0
"5435","PEPTRI",28,1983,NA,0,0
"5436","PEPTRI",28,1984,NA,0,0
"5437","PEPTRI",28,1985,0,0,0
"5438","PEPTRI",28,1986,0,0,0
"5439","PEPTRI",28,1987,0,0,0
"5440","PEPTRI",28,1988,0,0,0
"5441","PEPTRI",28,1989,0,0,0
"5442","PEPTRI",28,1990,0,0,0
"5443","PEPTRI",28,1991,0,0,0
"5444","PEPTRI",28,1992,0,0,0
"5445","PEPTRI",28,1993,0,0,0
"5446","PEPTRI",28,1994,0,0,0
"5447","PEPTRI",28,1995,0,0,0
"5448","PEPTRI",28,1996,0,0,0
"5449","PEPTRI",28,1997,0,0,0
"5450","PEPTRI",28,1998,0,0,0
"5451","PEPTRI",28,1999,0,0,0
"5452","PEPTRI",28,2000,0,0,0
"5453","PEPTRI",28,2001,0,0,0
"5454","PEPTRI",28,2002,0,0,0
"5455","PEPTRI",28,2003,0,0,0
"5456","PEPTRI",28,2004,0,0,0
"5457","PEPTRI",28,2005,0,0,0
"5458","PEPTRI",28,2006,0,0,0
"5459","PEPTRI",28,2007,0,0,0
"5460","PEPTRI",28,2008,0,0,0
"5461","PEPTRI",28,2009,0,0,0
"5462","PEPTRI",28,2010,0,0,0
"5463","PEPTRI",28,2011,0,0,0
"5464","PEPTRI",28,2012,0,0,0
"5465","PEPTRI",28,2013,0,0,0
"5466","PEPTRI",28,2014,0,0,0
"5467","PEPTRI",28,2015,0,0,0
"5468","PEPTRI",28,2016,0,0,0
"5469","PEPTRI",28,2017,0,0,0
"5470","PEPTRI",28,2018,0,0,0
"5471","PEPTRI",28,2019,0,0,0
"5472","PEPTRI",28,2020,NA,0,0
"5473","PEPTRI",72,1973,2343181478.56273,250183271.720736,9654612424.18246
"5474","PEPTRI",72,1974,0,0,0
"5475","PEPTRI",72,1975,0,0,0
"5476","PEPTRI",72,1976,0,0,0
"5477","PEPTRI",72,1977,0,0,0
"5478","PEPTRI",72,1978,0,0,0
"5479","PEPTRI",72,1979,0,0,0
"5480","PEPTRI",72,1980,0,0,0
"5481","PEPTRI",72,1981,93255890.9360099,299080.148288644,508405905.943698
"5482","PEPTRI",72,1982,1804422641.74882,98163807.0793488,7443006034.74075
"5483","PEPTRI",72,1983,0,0,0
"5484","PEPTRI",72,1984,NA,0,0
"5485","PEPTRI",72,1985,424438185.970765,20051974.2346887,1652634175.09597
"5486","PEPTRI",72,1986,1892906771.3768,65785115.1467571,9667868246.97929
"5487","PEPTRI",72,1987,128931571.35036,844750.133182405,775409146.860559
"5488","PEPTRI",72,1988,398847142.398184,13661349.3878597,1741392817.37553
"5489","PEPTRI",72,1989,154126485.473852,14705634.407134,498074804.437541
"5490","PEPTRI",72,1990,7125114687.78804,466478824.865418,21435239756.899
"5491","PEPTRI",72,1991,562633960.396643,37868973.8143252,2303536119.76786
"5492","PEPTRI",72,1992,219640754.203224,12258262.5790478,850515534.545052
"5493","PEPTRI",72,1993,335680435.062471,16418921.3004144,1191237659.9378
"5494","PEPTRI",72,1994,913354328.137933,185436499.495825,2168012005.6426
"5495","PEPTRI",72,1995,190469445.330003,13771156.1142598,493376437.874025
"5496","PEPTRI",72,1996,35790661.8617274,998114.704952711,160148198.139454
"5497","PEPTRI",72,1997,1563037943.34695,138518369.435704,6306126534.85584
"5498","PEPTRI",72,1998,1460239546.66,194426930.837056,5670241185.86238
"5499","PEPTRI",72,1999,1173072565.41894,191787943.534562,5547757331.52935
"5500","PEPTRI",72,2000,0,0,0
"5501","PEPTRI",72,2001,537315179.149017,30896906.1930851,2567258266.41484
"5502","PEPTRI",72,2002,212971584.508931,3860921.48738055,956856496.830341
"5503","PEPTRI",72,2003,46205396.0988025,601383.38957796,225634710.797085
"5504","PEPTRI",72,2004,0,0,0
"5505","PEPTRI",72,2005,29117161.4071373,275984.444558723,197795678.988248
"5506","PEPTRI",72,2006,0,0,0
"5507","PEPTRI",72,2007,561659552.769253,10318685.7008585,2250229286.00456
"5508","PEPTRI",72,2008,192473030.320382,5146306.69013052,769466479.246265
"5509","PEPTRI",72,2009,891199375.254452,81852390.7839622,4272591888.91653
"5510","PEPTRI",72,2010,95582297.3284468,1986344.63839122,351124870.580706
"5511","PEPTRI",72,2011,64946289.4003367,2647110.42323725,301335947.004543
"5512","PEPTRI",72,2012,541701021.453981,55990038.7597176,2646057406.13191
"5513","PEPTRI",72,2013,335838577.670193,8658298.40715862,1642207349.23927
"5514","PEPTRI",72,2014,138705193.331484,2781599.58182001,543912632.358539
"5515","PEPTRI",72,2015,229829028.26656,28741007.933092,972125034.178399
"5516","PEPTRI",72,2016,8684162195.04329,853757200.619306,34398328774.7777
"5517","PEPTRI",72,2017,17215931.3850101,477002.545434324,69102782.1483705
"5518","PEPTRI",72,2018,1392709280.31695,164631738.934692,4978738324.52725
"5519","PEPTRI",72,2019,388074543.087112,38323795.1756926,1287822728.10344
"5520","PEPTRI",72,2020,NA,0,0
"5521","PEPTRI",73,1973,0,0,0
"5522","PEPTRI",73,1974,0,0,0
"5523","PEPTRI",73,1975,0,0,0
"5524","PEPTRI",73,1976,0,0,0
"5525","PEPTRI",73,1977,0,0,0
"5526","PEPTRI",73,1978,0,0,0
"5527","PEPTRI",73,1979,0,0,0
"5528","PEPTRI",73,1980,0,0,0
"5529","PEPTRI",73,1981,0,0,0
"5530","PEPTRI",73,1982,NA,0,0
"5531","PEPTRI",73,1983,NA,0,0
"5532","PEPTRI",73,1984,0,0,0
"5533","PEPTRI",73,1985,237160534.422383,8513325.22555104,1218828001.97528
"5534","PEPTRI",73,1986,89000434.9816384,112194.782884427,424916262.018964
"5535","PEPTRI",73,1987,0,0,0
"5536","PEPTRI",73,1988,0,0,0
"5537","PEPTRI",73,1989,0,0,0
"5538","PEPTRI",73,1990,54431079.6858924,1029074.7319462,269390564.538498
"5539","PEPTRI",73,1991,0,0,0
"5540","PEPTRI",73,1992,0,0,0
"5541","PEPTRI",73,1993,0,0,0
"5542","PEPTRI",73,1994,0,0,0
"5543","PEPTRI",73,1995,30824630.0811759,147832.725442987,123874415.549008
"5544","PEPTRI",73,1996,0,0,0
"5545","PEPTRI",73,1997,0,0,0
"5546","PEPTRI",73,1998,79998740.8024012,7860309.42731618,216644052.628942
"5547","PEPTRI",73,1999,0,0,0
"5548","PEPTRI",73,2000,0,0,0
"5549","PEPTRI",73,2001,0,0,0
"5550","PEPTRI",73,2002,0,0,0
"5551","PEPTRI",73,2003,0,0,0
"5552","PEPTRI",73,2004,2526871620.71221,7657595.95664566,12767650037.9837
"5553","PEPTRI",73,2005,0,0,0
"5554","PEPTRI",73,2006,0,0,0
"5555","PEPTRI",73,2007,0,0,0
"5556","PEPTRI",73,2008,0,0,0
"5557","PEPTRI",73,2009,0,0,0
"5558","PEPTRI",73,2010,14130957.0487215,30197.5764847842,74567067.4229001
"5559","PEPTRI",73,2011,0,0,0
"5560","PEPTRI",73,2012,0,0,0
"5561","PEPTRI",73,2013,0,0,0
"5562","PEPTRI",73,2014,0,0,0
"5563","PEPTRI",73,2015,9168251.57261373,26385.5201085458,39506609.4766164
"5564","PEPTRI",73,2016,75301127.7303317,252756.909238894,413550747.640626
"5565","PEPTRI",73,2017,0,0,0
"5566","PEPTRI",73,2018,0,0,0
"5567","PEPTRI",73,2019,0,0,0
"5568","PEPTRI",73,2020,NA,0,0
"5569","PEPTRI",75,1973,0,0,0
"5570","PEPTRI",75,1974,0,0,0
"5571","PEPTRI",75,1975,NA,0,0
"5572","PEPTRI",75,1976,0,0,0
"5573","PEPTRI",75,1977,0,0,0
"5574","PEPTRI",75,1978,0,0,0
"5575","PEPTRI",75,1979,0,0,0
"5576","PEPTRI",75,1980,NA,0,0
"5577","PEPTRI",75,1981,0,0,0
"5578","PEPTRI",75,1982,0,0,0
"5579","PEPTRI",75,1983,0,0,0
"5580","PEPTRI",75,1984,0,0,0
"5581","PEPTRI",75,1985,21944989.683144,54560.6908799238,103869358.071397
"5582","PEPTRI",75,1986,0,0,0
"5583","PEPTRI",75,1987,0,0,0
"5584","PEPTRI",75,1988,0,0,0
"5585","PEPTRI",75,1989,0,0,0
"5586","PEPTRI",75,1990,0,0,0
"5587","PEPTRI",75,1991,0,0,0
"5588","PEPTRI",75,1992,0,0,0
"5589","PEPTRI",75,1993,0,0,0
"5590","PEPTRI",75,1994,0,0,0
"5591","PEPTRI",75,1995,33323128.6571684,1988029.04272437,135007980.242132
"5592","PEPTRI",75,1996,615438125.8021,12028495.3526291,2592861916.96831
"5593","PEPTRI",75,1997,408933658.992394,29126753.6173993,1295915346.53025
"5594","PEPTRI",75,1998,439762094.926599,1529777.97589386,1421904388.70864
"5595","PEPTRI",75,1999,1396242415.25947,49247990.3246869,5364646386.77079
"5596","PEPTRI",75,2000,74145061.72248,2664530.23614834,325334787.624443
"5597","PEPTRI",75,2001,150667954.219661,567665.932082328,513778569.913951
"5598","PEPTRI",75,2002,0,0,0
"5599","PEPTRI",75,2003,0,0,0
"5600","PEPTRI",75,2004,0,0,0
"5601","PEPTRI",75,2005,0,0,0
"5602","PEPTRI",75,2006,0,0,0
"5603","PEPTRI",75,2007,0,0,0
"5604","PEPTRI",75,2008,0,0,0
"5605","PEPTRI",75,2009,0,0,0
"5606","PEPTRI",75,2010,0,0,0
"5607","PEPTRI",75,2011,0,0,0
"5608","PEPTRI",75,2012,0,0,0
"5609","PEPTRI",75,2013,0,0,0
"5610","PEPTRI",75,2014,0,0,0
"5611","PEPTRI",75,2015,32961320.9042665,152981.482567811,161848682.690316
"5612","PEPTRI",75,2016,4237977.71034961,12462.208356066,15552878.2581378
"5613","PEPTRI",75,2017,0,0,0
"5614","PEPTRI",75,2018,0,0,0
"5615","PEPTRI",75,2019,0,0,0
"5616","PEPTRI",75,2020,NA,0,0
"5617","PEPTRI",76,1973,0,0,0
"5618","PEPTRI",76,1974,0,0,0
"5619","PEPTRI",76,1975,NA,0,0
"5620","PEPTRI",76,1976,0,0,0
"5621","PEPTRI",76,1977,0,0,0
"5622","PEPTRI",76,1978,0,0,0
"5623","PEPTRI",76,1979,0,0,0
"5624","PEPTRI",76,1980,0,0,0
"5625","PEPTRI",76,1981,0,0,0
"5626","PEPTRI",76,1982,0,0,0
"5627","PEPTRI",76,1983,0,0,0
"5628","PEPTRI",76,1984,0,0,0
"5629","PEPTRI",76,1985,0,0,0
"5630","PEPTRI",76,1986,0,0,0
"5631","PEPTRI",76,1987,0,0,0
"5632","PEPTRI",76,1988,0,0,0
"5633","PEPTRI",76,1989,0,0,0
"5634","PEPTRI",76,1990,0,0,0
"5635","PEPTRI",76,1991,0,0,0
"5636","PEPTRI",76,1992,0,0,0
"5637","PEPTRI",76,1993,120367541.727073,7168322.92141926,557024865.361207
"5638","PEPTRI",76,1994,0,0,0
"5639","PEPTRI",76,1995,0,0,0
"5640","PEPTRI",76,1996,0,0,0
"5641","PEPTRI",76,1997,911039943.398919,14739943.4694778,6155753542.09013
"5642","PEPTRI",76,1998,0,0,0
"5643","PEPTRI",76,1999,0,0,0
"5644","PEPTRI",76,2000,0,0,0
"5645","PEPTRI",76,2001,0,0,0
"5646","PEPTRI",76,2002,0,0,0
"5647","PEPTRI",76,2003,0,0,0
"5648","PEPTRI",76,2004,0,0,0
"5649","PEPTRI",76,2005,0,0,0
"5650","PEPTRI",76,2006,0,0,0
"5651","PEPTRI",76,2007,0,0,0
"5652","PEPTRI",76,2008,0,0,0
"5653","PEPTRI",76,2009,0,0,0
"5654","PEPTRI",76,2010,998450403.133606,30157146.3168399,5521886973.54121
"5655","PEPTRI",76,2011,51167062.6640554,699784.85783495,191500141.349633
"5656","PEPTRI",76,2012,0,0,0
"5657","PEPTRI",76,2013,0,0,0
"5658","PEPTRI",76,2014,0,0,0
"5659","PEPTRI",76,2015,0,0,0
"5660","PEPTRI",76,2016,0,0,0
"5661","PEPTRI",76,2017,0,0,0
"5662","PEPTRI",76,2018,183489791.482578,7651697.18756487,770532529.954897
"5663","PEPTRI",76,2019,0,0,0
"5664","PEPTRI",76,2020,NA,0,0
"5665","PEPTRI",77,1973,0,0,0
"5666","PEPTRI",77,1974,0,0,0
"5667","PEPTRI",77,1975,0,0,0
"5668","PEPTRI",77,1976,0,0,0
"5669","PEPTRI",77,1977,0,0,0
"5670","PEPTRI",77,1978,0,0,0
"5671","PEPTRI",77,1979,0,0,0
"5672","PEPTRI",77,1980,0,0,0
"5673","PEPTRI",77,1981,0,0,0
"5674","PEPTRI",77,1982,0,0,0
"5675","PEPTRI",77,1983,0,0,0
"5676","PEPTRI",77,1984,0,0,0
"5677","PEPTRI",77,1985,0,0,0
"5678","PEPTRI",77,1986,0,0,0
"5679","PEPTRI",77,1987,0,0,0
"5680","PEPTRI",77,1988,0,0,0
"5681","PEPTRI",77,1989,0,0,0
"5682","PEPTRI",77,1990,0,0,0
"5683","PEPTRI",77,1991,0,0,0
"5684","PEPTRI",77,1992,95718555.1197646,6504741.962089,463352219.871265
"5685","PEPTRI",77,1993,0,0,0
"5686","PEPTRI",77,1994,0,0,0
"5687","PEPTRI",77,1995,0,0,0
"5688","PEPTRI",77,1996,0,0,0
"5689","PEPTRI",77,1997,0,0,0
"5690","PEPTRI",77,1998,0,0,0
"5691","PEPTRI",77,1999,0,0,0
"5692","PEPTRI",77,2000,0,0,0
"5693","PEPTRI",77,2001,301002481.85621,6519134.02882883,1132138682.58525
"5694","PEPTRI",77,2002,0,0,0
"5695","PEPTRI",77,2003,0,0,0
"5696","PEPTRI",77,2004,0,0,0
"5697","PEPTRI",77,2005,0,0,0
"5698","PEPTRI",77,2006,0,0,0
"5699","PEPTRI",77,2007,0,0,0
"5700","PEPTRI",77,2008,0,0,0
"5701","PEPTRI",77,2009,0,0,0
"5702","PEPTRI",77,2010,0,0,0
"5703","PEPTRI",77,2011,0,0,0
"5704","PEPTRI",77,2012,0,0,0
"5705","PEPTRI",77,2013,0,0,0
"5706","PEPTRI",77,2014,0,0,0
"5707","PEPTRI",77,2015,0,0,0
"5708","PEPTRI",77,2016,0,0,0
"5709","PEPTRI",77,2017,0,0,0
"5710","PEPTRI",77,2018,862816481.770057,4815260.59435765,4277917725.28767
"5711","PEPTRI",77,2019,0,0,0
"5712","PEPTRI",77,2020,NA,0,0
"4897","PEPTRI",103,1973,NA,0,0
"4898","PEPTRI",103,1974,NA,0,0
"4899","PEPTRI",103,1975,NA,0,0
"4900","PEPTRI",103,1976,NA,0,0
"4901","PEPTRI",103,1977,0,0,0
"4902","PEPTRI",103,1978,0,0,0
"4903","PEPTRI",103,1979,0,0,0
"4904","PEPTRI",103,1980,0,0,0
"4905","PEPTRI",103,1981,114205727.474224,1026614.31350048,580513499.891976
"4906","PEPTRI",103,1982,0,0,0
"4907","PEPTRI",103,1983,NA,0,0
"4908","PEPTRI",103,1984,0,0,0
"4909","PEPTRI",103,1985,0,0,0
"4910","PEPTRI",103,1986,180281305.859746,250563.875505119,892004879.945815
"4911","PEPTRI",103,1987,21171108.8910338,84528.7971198856,99254338.0834179
"4912","PEPTRI",103,1988,61247841.0410518,5586316.43543797,267340672.045605
"4913","PEPTRI",103,1989,171340801.669866,10357847.6796181,545256972.622489
"4914","PEPTRI",103,1990,432689754.598728,8201454.81424455,2124772581.41418
"4915","PEPTRI",103,1991,78129054.4375026,4530601.21883821,438665031.88063
"4916","PEPTRI",103,1992,102015616.730356,9971207.76265388,464901157.816123
"4917","PEPTRI",103,1993,51950567.8681777,4979936.91458512,213924042.136821
"4918","PEPTRI",103,1994,14293401.4323877,486857.745533581,63090156.9487474
"4919","PEPTRI",103,1995,16644726.6131167,582804.404733151,60798334.1513755
"4920","PEPTRI",103,1996,14756731.9789967,1455929.58001422,69393575.8450013
"4921","PEPTRI",103,1997,101812210.074584,12954983.0920965,401917508.815116
"4922","PEPTRI",103,1998,150298651.794814,9127061.13534157,531265398.416566
"4923","PEPTRI",103,1999,194887841.071292,18281187.0857877,917216683.913862
"4924","PEPTRI",103,2000,206718603.605493,11832768.9604604,918849952.162061
"4925","PEPTRI",103,2001,73946518.4653852,9737675.2075431,256916969.975162
"4926","PEPTRI",103,2002,216124962.982891,3183674.89935349,2030369982.82218
"4927","PEPTRI",103,2003,33175075.5806299,2160816.31036547,206807384.246655
"4928","PEPTRI",103,2004,318121903.205689,71924695.9495634,927019632.550761
"4929","PEPTRI",103,2005,936766819.465121,21789416.8888416,4629608679.68148
"4930","PEPTRI",103,2006,96275376.2594213,2543008.4000549,498296182.40835
"4931","PEPTRI",103,2007,56784995.4968681,3131343.3436014,217867501.533356
"4932","PEPTRI",103,2008,205995960.555842,12218463.9937921,824320549.738397
"4933","PEPTRI",103,2009,434040212.555376,47937910.1804545,1806664353.83318
"4934","PEPTRI",103,2010,154499702.613005,12042913.2989024,519881161.58083
"4935","PEPTRI",103,2011,123747409.777126,13942247.1396883,389831960.782936
"4936","PEPTRI",103,2012,69509204.3039609,2680104.8401083,216857171.347981
"4937","PEPTRI",103,2013,85784259.4967996,3429072.16566414,397720274.569126
"4938","PEPTRI",103,2014,4909257.38069763,156775.490506758,21801079.5901135
"4939","PEPTRI",103,2015,162093987.402881,820668.35423401,816417664.319418
"4940","PEPTRI",103,2016,132658131.916921,1174935.91174142,756861116.339073
"4941","PEPTRI",103,2017,0,0,0
"4942","PEPTRI",103,2018,30832040.2850054,183670.225989028,211353747.617522
"4943","PEPTRI",103,2019,3042068.77349909,22139.5886475291,15512134.7782856
"4944","PEPTRI",103,2020,NA,0,0
"4945","PEPTRI",104,1973,0,0,0
"4946","PEPTRI",104,1974,0,0,0
"4947","PEPTRI",104,1975,0,0,0
"4948","PEPTRI",104,1976,0,0,0
"4949","PEPTRI",104,1977,NA,0,0
"4950","PEPTRI",104,1978,7287632.64081381,40439.558554706,31855794.5209152
"4951","PEPTRI",104,1979,0,0,0
"4952","PEPTRI",104,1980,0,0,0
"4953","PEPTRI",104,1981,0,0,0
"4954","PEPTRI",104,1982,NA,0,0
"4955","PEPTRI",104,1983,NA,0,0
"4956","PEPTRI",104,1984,NA,0,0
"4957","PEPTRI",104,1985,0,0,0
"4958","PEPTRI",104,1986,9478504.89118367,7064.64133587505,47952497.9359035
"4959","PEPTRI",104,1987,0,0,0
"4960","PEPTRI",104,1988,159086378.337074,2005620.54596235,669092753.889828
"4961","PEPTRI",104,1989,0,0,0
"4962","PEPTRI",104,1990,NA,0,0
"4963","PEPTRI",104,1991,0,0,0
"4964","PEPTRI",104,1992,44462917.0136131,181421.930813649,226625023.67899
"4965","PEPTRI",104,1993,0,0,0
"4966","PEPTRI",104,1994,116157166.406767,10266673.8494859,363125489.270914
"4967","PEPTRI",104,1995,0,0,0
"4968","PEPTRI",104,1996,0,0,0
"4969","PEPTRI",104,1997,33856482.4606791,648784.186418119,169579443.959654
"4970","PEPTRI",104,1998,271528422.0394,8859655.46578175,1027720743.77191
"4971","PEPTRI",104,1999,0,0,0
"4972","PEPTRI",104,2000,0,0,0
"4973","PEPTRI",104,2001,77582138.3901164,274629.387362034,415028009.269687
"4974","PEPTRI",104,2002,0,0,0
"4975","PEPTRI",104,2003,0,0,0
"4976","PEPTRI",104,2004,464414279.971636,43558251.8160811,1933563974.83439
"4977","PEPTRI",104,2005,8553075.89437182,398586.983426851,36434183.3606161
"4978","PEPTRI",104,2006,0,0,0
"4979","PEPTRI",104,2007,0,0,0
"4980","PEPTRI",104,2008,118847502.238131,1460124.9672022,493913423.425424
"4981","PEPTRI",104,2009,41162361.873355,607077.452549405,168669307.240332
"4982","PEPTRI",104,2010,0,0,0
"4983","PEPTRI",104,2011,0,0,0
"4984","PEPTRI",104,2012,38081934.1495143,100661.979583818,169938063.89375
"4985","PEPTRI",104,2013,174447559.233548,1360252.9967175,666910059.242917
"4986","PEPTRI",104,2014,0,0,0
"4987","PEPTRI",104,2015,41764904.6413708,767898.669380598,213588063.285816
"4988","PEPTRI",104,2016,0,0,0
"4989","PEPTRI",104,2017,8259038.35066233,136431.122677423,32053356.2010338
"4990","PEPTRI",104,2018,168517993.631968,2986598.82161796,741733501.596467
"4991","PEPTRI",104,2019,0,0,0
"4992","PEPTRI",104,2020,NA,0,0
"4993","PEPTRI",108,1973,NA,0,0
"4994","PEPTRI",108,1974,NA,0,0
